name,ingredients
Яблочный пирог с ежевикой,"{'Яйцо куриное': '2 шт', 'Сахар': '1 стак.', 'Мука пшеничная': '2 стак.', 'Масло растительное': '5 ст. л.', 'Кефир': '0.5 стак.', 'Разрыхлитель теста': '1 ч. л.', 'Яблоко': '3 шт', 'Ежевика': '200 г', 'Ванилин': '1 пакет.'}"
Чипсы из свеклы,"{'Свекла': '1 шт', 'Масло подсолнечное': '80 мл', 'Соль': 'по вкусу', 'Специи': 'по вкусу'}"
Соус борта из свежего огурца к оладьям,"{'Мука пшеничная': '250 г', 'Молоко': '0,5 стак.', 'Дрожжи': '1 ч. л.', 'Масло сливочное': '100 г', 'Масло подсолнечное': '3 ст. л.', 'Яйцо куриное': '2 шт', 'Сахар': '2 ст. л.', 'Огурец': '1 шт', 'Лук репчатый': '1 шт', 'Чеснок': '2 зуб.', 'Имбирь': '1 ч. л.', 'Перец болгарский': '1 шт', 'Сок лимонный': '2 ст. л.', 'Соль': '2 г', 'Оладьи': '10 шт', 'Перец черный': '1 ч. л.', 'Семена': '1 ст. л.'}"
Острый салат со свининой и цуккини,"{'Свинина': '400 г', 'Лук репчатый': '1 шт', 'Масло подсолнечное': '2 ст. л.', 'Соевый соус': '3 ст. л.', 'Цуккини': '1 шт', 'Перец болгарский': '1 шт', 'Лук красный': '0,5 шт', 'Кориандр': '0,5 ч. л.', 'Перец красный жгучий': '0,5 ч. л.', 'Сахар': '1 ч. л.', 'Чеснок': '2 зуб.', 'Масло оливковое': '2 ст. л.', 'Уксус': '2 ст. л.', 'Соль': '0,5 ч. л.'}"
"Салат ""Импровизация"" с печенью","{'Печень говяжья': '500 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Грибы': '1 бан.', 'Яйцо куриное': '3 шт', 'Майонез': '100 г'}"
Калиссоны из Экс-ан-Прованса,"{'Мука миндальная': '150 г', 'Цукаты': '150 г', 'Сахар': '150 г', 'Вода цветочная апельсиновая': '3 ст. л.', 'Вафли': '3 шт', 'Сахарная пудра': '150 г', 'Белок яичный': '1 шт', 'Сок лимонный': '3 ч. л.'}"
"Салат ""Лунный свет""","{'Яйцо куриное': '6 шт', 'Рис': '100 г', 'Редис': '250 г', 'Лук репчатый': '1 шт', 'Сметана': '200 г', 'Горчица': '1 ч. л.', 'Соль': 'по вкусу'}"
"Салат ""Михалыч""","{'Помидор': '0,5 кг', 'Сахар': '0,5 стак.', 'Корица': '0,25 ч. л.'}"
"Салат с черной редькой ""Слезы Амины""","{'Редька': '20 шт', 'Лук репчатый': '1 шт', 'Яблоко': '2 шт', 'Яйцо куриное': '2 шт', 'Майонез': '200 г', 'Соль': '1 ч. л.', 'Перец красный жгучий': '1 ч. л.', 'Желток яичный': '1 шт', 'Петрушка': '2 веточ.'}"
Тушеное говяжье сердце с подливой,"{'Сердце': '500 г', 'Мука пшеничная': '1 ст. л.', 'Лук репчатый': '1 шт', 'Томатная паста': '2 ст. л.', 'Масло растительное': '3 ст. л.', 'Лист лавровый': '2 шт'}"
Тёплый салат из брюссельской капусты и нута,"{'Нут': '400 г', 'Капуста брюссельская': '400 г', 'Орехи грецкие': '100 г', 'Апельсин': '1 шт', 'Розмарин': '1 веточ.', 'Кумин': '1 ч. л.', 'Паприка сладкая': '1 щепот.', 'Соль': '1 щепот.', 'Масло растительное': '2 ст. л.'}"
Слоеные бантики,"{'Тесто слоеное бездрожжевое': '500 г', 'Сахар': '150 г', 'Белок яичный': '2 шт'}"
"Гречневый суп ""Летний""","{'Свинина': '1 ломт.', 'Картофель': '4 шт', 'Кабачок': '1 шт', 'Помидор': '2 шт', 'Лук репчатый': '2 шт', 'Морковь': '1 шт', 'Крупа гречневая': '1 стак.', 'Соль': 'по вкусу', 'Укроп': 'по вкусу', 'Лист лавровый': '2 шт', 'Перец душистый': '3 шт', 'Перец черный': 'по вкусу'}"
Лёгкое лёгкое,"{'Легкое': '1 кг', 'Лук репчатый': '0.3 кг', 'Сок томатный': '0.3 кг', 'Масло растительное': '4 ст. л.'}"
Творожно-банановый десерт с шоколадом,"{'Творог': '200 г', 'Сметана': '4 ст. л.', 'Сливки': '80 мл', 'Сахар': '4 ч. л.', 'Ванильный сахар': '2 ч. л.', 'Шоколад темный': '80 г', 'Банан': '1 шт'}"
Капустный заливной пирог,"{'Капуста белокочанная': '500 г', 'Яйцо куриное': '4 шт', 'Молоко': '4 ст. л.', 'Масло растительное': '30 мл', 'Соль': 'по вкусу', 'Сахар': '1 ст. л.', 'Мука пшеничная': '2 стак.', 'Кефир': '2 стак.', 'Разрыхлитель теста': '1 пакет.'}"
"Печенье ""Пряное блаженство""","{'Мука пшеничная': '225 г', 'Сахар': '100 г', 'Масло сливочное': '100 г', 'Мед': '100 г', 'Соль': '0,3 ч. л.', 'Разрыхлитель теста': '2 ч. л.', 'Сода': '1 ч. л.', 'Имбирь': '1 ч. л.', 'Корица': '1 ч. л.'}"
Замороженный перец,"{'Перец болгарский': '8 шт', 'Вода': '0,5 л'}"
Ячменный напиток по рецепту моей бабушки,"{'Крупа перловая': '1 стак.', 'Вода': '2 л', 'Айран': '1 л', 'Сахар': '1 ст. л.', 'Изюм': '50 г', 'Курага': '50 г', 'Соль': '1 ч. л.'}"
Острые фрикадельки с грибами,"{'Фарш куриный': '300 г', 'Рис': '2 ст. л.', 'Базилик': 'по вкусу', 'Приправа': 'по вкусу', 'Яйцо куриное': '1 шт', 'Грибы': '100 г', 'Лук красный': '1 шт', 'Масло сливочное': '1 ч. л.', 'Лук зеленый': 'по вкусу', 'Томатная паста': '3 ст. л.', 'Сметана': '1 ст. л.', 'Аджика': '1 ст. л.', 'Соль': 'по вкусу', 'Вода': '300 мл'}"
"Пирог ""Розовое чудо""","{'Яйцо куриное': '6 шт', 'Сахар': '250 г', 'Ванильный сахар': '4 г', 'Соль': '1 щепот.', 'Мука пшеничная': '300 г', 'Разрыхлитель теста': '10 г', 'Масло подсолнечное': '1 ст. л.', 'Вино белое полусладкое': '50 мл', 'Корица': '1 ч. л.', 'Клубника': '1 горст.', 'Смородина черная': '1 горст.', 'Смородина красная': '1 горст.', 'Сок': '100 мл'}"
Стейк с овощами,"{'Говядина': '300 г', 'Перец сладкий': '1 шт', 'Морковь': '2 шт', 'Лук красный': '1 шт', 'Тимьян': '10 шт', 'Чеснок': '8 зуб.', 'Масло оливковое': 'по вкусу', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}"
"Рулет с гречкой, сыром и ветчиной","{'Тесто слоеное бездрожжевое': '400 г', 'Ветчина': '300 г', 'Сыр твердый': '200 г', 'Яйцо куриное': '2 шт', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Крупа гречневая': '200 г'}"
Пирог с карамелизированными грушами,"{'Масло сливочное': '20 г', 'Сахар': '50 г', 'Яйцо куриное': '2 шт', 'Сметана': '3 ст. л.', 'Мука пшеничная': '200 г', 'Разрыхлитель теста': '1.5 ч. л.', 'Ванильный сахар': '1 пакет.', 'Соль': '1 щепот.', 'Груша': '2 шт', 'Сок лимонный': '1 ст. л.', 'Вода': '25 мл', 'Орехи грецкие': '1 горст.'}"
Рыба под шубой,"{'Филе рыбное': '800 г', 'Крабовые палочки': '1 упак.', 'Сыр твердый': '150 г', 'Морковь': '1 шт', 'Чеснок': '2 зуб.', 'Укроп': '1 пуч.', 'Майонез': '1 ст. л.', 'Сок лимонный': 'по вкусу', 'Специи': 'по вкусу', 'Масло растительное': 'по вкусу'}"
Чечевичный суп с уткой и кешью,"{'Чечевица': '1 стак.', 'Бульон': '1 стак.', 'Утка': '100 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Соевый соус': '1,5 ст. л.', 'Масло оливковое': '1 ст. л.', 'Орехи кешью': 'по вкусу'}"
Запеканка из свинины с овощами,"{'Свинина': '400 г', 'Картофель': '400 г', 'Цуккини': '800 г', 'Перец болгарский': '300 г', 'Перец чили': '1 шт', 'Лук репчатый': '1 шт', 'Пахта': '200 мл', 'Чеснок': '1 зуб.', 'Сыр твердый': '150 г', 'Перец черный': 'по вкусу', 'Перец красный жгучий': 'по вкусу', 'Сметана': '150 г', 'Соль': 'по вкусу', 'Помидор': '200 г', 'Паприка сладкая': 'по вкусу'}"
Ситный хлеб,"{'Мука пшеничная': '4 стак.', 'Вода': '1,5 стак.', 'Дрожжи': '2 ч. л.', 'Соль': '1 ч. л.'}"
Рулеты из куриного филе с ветчиной,"{'Филе куриное': '600 г', 'Соевый соус': '6 ст. л.', 'Ветчина': '150 г', 'Чеснок': '5 зуб.', 'Бульон': '500 мл', 'Масло растительное': '2 ст. л.', 'Сливки': '4 ст. л.', 'Петрушка': '1 пуч.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}"
Паста с домашней курицей и овощами,"{'Окорочок куриный': '600 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Масло растительное': '4 ст. л.', 'Масло сливочное': '50 г', 'Вода': '2 л', 'Паста': '250 г'}"
Морковный рулет с творожной начинкой,"{'Морковь': '600 г', 'Яйцо куриное': '4 шт', 'Творог': '300 г', 'Зелень': 'по вкусу', 'Чеснок': '2 зуб.', 'Сметана': '300 г', 'Специи': 'по вкусу'}"
"Десерт ""Вишенка""","{'Пюре фруктовое': '130 г', 'Желатин': '1 ст. л.', 'Желе': '1 пач.', 'Вишня': 'по вкусу'}"
Морковно-рисовые котлеты,"{'Морковь': '400 г', 'Рис': '100 г', 'Вода': '350 мл', 'Лук репчатый': '150 г', 'Яйцо куриное': '1 шт', 'Чеснок': '3 зуб.', 'Соевый соус': '2 ст. л.', 'Масло растительное': '5 ст. л.', 'Сухари панировочные': '30 г', 'Перец черный': 'по вкусу'}"
"Запеканка из кабачка, брокколи и карбоната","{'Кабачок': '800 г', 'Брокколи': '600 г', 'Карбонад': '300 г', 'Яйцо куриное': '6 шт', 'Сыр твердый': '200 г', 'Соль': '3 щепот.', 'Мука ржаная': '2 ст. л.', 'Майоран': '1 ч. л.', 'Базилик': '1 ч. л.', 'Розмарин': '1 ч. л.', 'Масло растительное': '2 ст. л.'}"
